cell,status,ts,host,driver,binary,ananke_rev,label,model,runtime,gpus,ctx,ubatch,batch,parallel,ngl,split,kv_type,kv_unified,flash_attn,n_cpu_moe,mmproj,draft,spec_type,threads,numa,cram,no_mmap,rtr,thp,embeddings,served,soak,concurrency,extra,repeat,arena_mib,out_buf_mib,cpu_kv_mib,cpu_model_mib,cpu_model_mapped,n_layer,n_embd,n_expert,n_expert_used,n_swa,n_vocab,arch,rss_total_kb,rss_anon_kb,rss_file_kb,rss_shmem_kb
9a9dee8b1427,ok,2026-07-27T04:28:34,redline,595.71.05,/nix/store/6rjp5sc83x6mcvasjpx867z0xf028wnz-llama-cpp-cuda-0.0.0/bin/llama-server,8cc7b8a,p1-01-tensor-f16-srv-np1-c8192,/mnt/ssd0/ai/llm/unsloth/Qwen3-4B-Instruct-2507-GGUF/Qwen3-4B-Instruct-2507-UD-Q5_K_XL.gguf,mainline,"0,1",8192,512,,1,99,tensor,f16,no,on,,,,,,,0,no,no,no,no,yes,0,1,,0,18.01,0.58,0.0,304.28,yes,36,2560,0,0,0,151936,qwen3,942244,296280,535356,110608
3f1316b7f762,ok,2026-07-27T04:28:39,redline,595.71.05,/nix/store/6rjp5sc83x6mcvasjpx867z0xf028wnz-llama-cpp-cuda-0.0.0/bin/llama-server,8cc7b8a,p1-01-tensor-f16-srv-np1-c32768,/mnt/ssd0/ai/llm/unsloth/Qwen3-4B-Instruct-2507-GGUF/Qwen3-4B-Instruct-2507-UD-Q5_K_XL.gguf,mainline,"0,1",32768,512,,1,99,tensor,f16,no,on,,,,,,,0,no,no,no,no,yes,0,1,,0,42.01,0.58,0.0,304.28,yes,36,2560,0,0,0,151936,qwen3,967936,297336,535416,135184
8b17c3b0745d,ok,2026-07-27T04:28:45,redline,595.71.05,/nix/store/6rjp5sc83x6mcvasjpx867z0xf028wnz-llama-cpp-cuda-0.0.0/bin/llama-server,8cc7b8a,p1-01-tensor-f16-srv-np4-c8192,/mnt/ssd0/ai/llm/unsloth/Qwen3-4B-Instruct-2507-GGUF/Qwen3-4B-Instruct-2507-UD-Q5_K_XL.gguf,mainline,"0,1",8192,512,,4,99,tensor,f16,no,on,,,,,,,0,no,no,no,no,yes,0,1,,0,12.01,2.32,0.0,304.28,yes,36,2560,0,0,0,151936,qwen3,940764,298572,535352,106840
187447bd566b,ok,2026-07-27T04:28:51,redline,595.71.05,/nix/store/6rjp5sc83x6mcvasjpx867z0xf028wnz-llama-cpp-cuda-0.0.0/bin/llama-server,8cc7b8a,p1-01-tensor-f16-srv-np4-c32768,/mnt/ssd0/ai/llm/unsloth/Qwen3-4B-Instruct-2507-GGUF/Qwen3-4B-Instruct-2507-UD-Q5_K_XL.gguf,mainline,"0,1",32768,512,,4,99,tensor,f16,no,on,,,,,,,0,no,no,no,no,yes,0,1,,0,18.01,2.32,0.0,304.28,yes,36,2560,0,0,0,151936,qwen3,946864,298524,535356,112984
34d963be68c9,ok,2026-07-27T04:28:57,redline,595.71.05,/nix/store/6rjp5sc83x6mcvasjpx867z0xf028wnz-llama-cpp-cuda-0.0.0/bin/llama-server,8cc7b8a,p1-01-tensor-f16-idle-np1-c8192,/mnt/ssd0/ai/llm/unsloth/Qwen3-4B-Instruct-2507-GGUF/Qwen3-4B-Instruct-2507-UD-Q5_K_XL.gguf,mainline,"0,1",8192,512,,1,99,tensor,f16,no,on,,,,,,,0,no,no,no,no,no,0,1,,0,18.01,0.58,0.0,304.28,yes,36,2560,0,0,0,151936,qwen3,905916,262924,532384,110608
db40185144cc,ok,2026-07-27T04:29:02,redline,595.71.05,/nix/store/6rjp5sc83x6mcvasjpx867z0xf028wnz-llama-cpp-cuda-0.0.0/bin/llama-server,8cc7b8a,p1-01-tensor-f16-idle-np1-c32768,/mnt/ssd0/ai/llm/unsloth/Qwen3-4B-Instruct-2507-GGUF/Qwen3-4B-Instruct-2507-UD-Q5_K_XL.gguf,mainline,"0,1",32768,512,,1,99,tensor,f16,no,on,,,,,,,0,no,no,no,no,no,0,1,,0,42.01,0.58,0.0,304.28,yes,36,2560,0,0,0,151936,qwen3,931544,264004,532356,135184
e5458852fe1c,ok,2026-07-27T04:29:08,redline,595.71.05,/nix/store/6rjp5sc83x6mcvasjpx867z0xf028wnz-llama-cpp-cuda-0.0.0/bin/llama-server,8cc7b8a,p1-01-tensor-f16-idle-np4-c8192,/mnt/ssd0/ai/llm/unsloth/Qwen3-4B-Instruct-2507-GGUF/Qwen3-4B-Instruct-2507-UD-Q5_K_XL.gguf,mainline,"0,1",8192,512,,4,99,tensor,f16,no,on,,,,,,,0,no,no,no,no,no,0,1,,0,12.01,2.32,0.0,304.28,yes,36,2560,0,0,0,151936,qwen3,904260,265100,532320,106840
fb15ff5da628,ok,2026-07-27T04:29:13,redline,595.71.05,/nix/store/6rjp5sc83x6mcvasjpx867z0xf028wnz-llama-cpp-cuda-0.0.0/bin/llama-server,8cc7b8a,p1-01-tensor-f16-idle-np4-c32768,/mnt/ssd0/ai/llm/unsloth/Qwen3-4B-Instruct-2507-GGUF/Qwen3-4B-Instruct-2507-UD-Q5_K_XL.gguf,mainline,"0,1",32768,512,,4,99,tensor,f16,no,on,,,,,,,0,no,no,no,no,no,0,1,,0,18.01,2.32,0.0,304.28,yes,36,2560,0,0,0,151936,qwen3,910360,265032,532344,112984
7a7cf88c8617,ok,2026-07-27T04:29:19,redline,595.71.05,/nix/store/6rjp5sc83x6mcvasjpx867z0xf028wnz-llama-cpp-cuda-0.0.0/bin/llama-server,8cc7b8a,p1-01-tensor-q8_0-srv-np1-c8192,/mnt/ssd0/ai/llm/unsloth/Qwen3-4B-Instruct-2507-GGUF/Qwen3-4B-Instruct-2507-UD-Q5_K_XL.gguf,mainline,"0,1",8192,512,,1,99,tensor,q8_0,no,on,,,,,,,0,no,no,no,no,yes,0,1,,0,18.09,0.58,0.0,304.28,yes,36,2560,0,0,0,151936,qwen3,960964,313992,536284,110688
8d1390784a6c,ok,2026-07-27T04:29:25,redline,595.71.05,/nix/store/6rjp5sc83x6mcvasjpx867z0xf028wnz-llama-cpp-cuda-0.0.0/bin/llama-server,8cc7b8a,p1-01-tensor-q8_0-srv-np1-c32768,/mnt/ssd0/ai/llm/unsloth/Qwen3-4B-Instruct-2507-GGUF/Qwen3-4B-Instruct-2507-UD-Q5_K_XL.gguf,mainline,"0,1",32768,512,,1,99,tensor,q8_0,no,on,,,,,,,0,no,no,no,no,yes,0,1,,0,42.09,0.58,0.0,304.28,yes,36,2560,0,0,0,151936,qwen3,986216,314564,536388,135264
d38ef56c72eb,ok,2026-07-27T04:29:30,redline,595.71.05,/nix/store/6rjp5sc83x6mcvasjpx867z0xf028wnz-llama-cpp-cuda-0.0.0/bin/llama-server,8cc7b8a,p1-01-tensor-q8_0-srv-np4-c8192,/mnt/ssd0/ai/llm/unsloth/Qwen3-4B-Instruct-2507-GGUF/Qwen3-4B-Instruct-2507-UD-Q5_K_XL.gguf,mainline,"0,1",8192,512,,4,99,tensor,q8_0,no,on,,,,,,,0,no,no,no,no,yes,0,1,,0,12.09,2.32,0.0,304.28,yes,36,2560,0,0,0,151936,qwen3,959048,315856,536272,106920
5035bcad0bb3,ok,2026-07-27T04:29:36,redline,595.71.05,/nix/store/6rjp5sc83x6mcvasjpx867z0xf028wnz-llama-cpp-cuda-0.0.0/bin/llama-server,8cc7b8a,p1-01-tensor-q8_0-srv-np4-c32768,/mnt/ssd0/ai/llm/unsloth/Qwen3-4B-Instruct-2507-GGUF/Qwen3-4B-Instruct-2507-UD-Q5_K_XL.gguf,mainline,"0,1",32768,512,,4,99,tensor,q8_0,no,on,,,,,,,0,no,no,no,no,yes,0,1,,0,18.09,2.32,0.0,304.28,yes,36,2560,0,0,0,151936,qwen3,965156,315712,536380,113064
419005bedf21,ok,2026-07-27T04:29:42,redline,595.71.05,/nix/store/6rjp5sc83x6mcvasjpx867z0xf028wnz-llama-cpp-cuda-0.0.0/bin/llama-server,8cc7b8a,p1-01-tensor-q8_0-idle-np1-c8192,/mnt/ssd0/ai/llm/unsloth/Qwen3-4B-Instruct-2507-GGUF/Qwen3-4B-Instruct-2507-UD-Q5_K_XL.gguf,mainline,"0,1",8192,512,,1,99,tensor,q8_0,no,on,,,,,,,0,no,no,no,no,no,0,1,,0,18.09,0.58,0.0,304.28,yes,36,2560,0,0,0,151936,qwen3,918136,274740,532708,110688
f5a1afda683a,ok,2026-07-27T04:29:48,redline,595.71.05,/nix/store/6rjp5sc83x6mcvasjpx867z0xf028wnz-llama-cpp-cuda-0.0.0/bin/llama-server,8cc7b8a,p1-01-tensor-q8_0-idle-np1-c32768,/mnt/ssd0/ai/llm/unsloth/Qwen3-4B-Instruct-2507-GGUF/Qwen3-4B-Instruct-2507-UD-Q5_K_XL.gguf,mainline,"0,1",32768,512,,1,99,tensor,q8_0,no,on,,,,,,,0,no,no,no,no,no,0,1,,0,42.09,0.58,0.0,304.28,yes,36,2560,0,0,0,151936,qwen3,943328,275308,532756,135264
69cd8c16fe2c,ok,2026-07-27T04:29:53,redline,595.71.05,/nix/store/6rjp5sc83x6mcvasjpx867z0xf028wnz-llama-cpp-cuda-0.0.0/bin/llama-server,8cc7b8a,p1-01-tensor-q8_0-idle-np4-c8192,/mnt/ssd0/ai/llm/unsloth/Qwen3-4B-Instruct-2507-GGUF/Qwen3-4B-Instruct-2507-UD-Q5_K_XL.gguf,mainline,"0,1",8192,512,,4,99,tensor,q8_0,no,on,,,,,,,0,no,no,no,no,no,0,1,,0,12.09,2.32,0.0,304.28,yes,36,2560,0,0,0,151936,qwen3,916072,276380,532772,106920
f0da2cb9fecf,ok,2026-07-27T04:29:58,redline,595.71.05,/nix/store/6rjp5sc83x6mcvasjpx867z0xf028wnz-llama-cpp-cuda-0.0.0/bin/llama-server,8cc7b8a,p1-01-tensor-q8_0-idle-np4-c32768,/mnt/ssd0/ai/llm/unsloth/Qwen3-4B-Instruct-2507-GGUF/Qwen3-4B-Instruct-2507-UD-Q5_K_XL.gguf,mainline,"0,1",32768,512,,4,99,tensor,q8_0,no,on,,,,,,,0,no,no,no,no,no,0,1,,0,18.09,2.32,0.0,304.28,yes,36,2560,0,0,0,151936,qwen3,922156,276272,532820,113064
